query_sequence_id,target_sequence_id,sequence_identity,alignment_length,query_coverage,target_coverage,e_value,bit_score,query_assay_id,query_uniprot_id,query_sequence_sha256,query_sequence_length,target_assay_id,target_uniprot_id,target_sequence_sha256,target_sequence_length,qualifies_family_edge,query_family_id,target_family_id
assay076,assay076,1.0,428,1.0,1.0,4.359e-288,869,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,88bfbcddd595e33da25f5ab224ce2b41cfaeacf488c7a7a51178d24d24e3b575,428,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,88bfbcddd595e33da25f5ab224ce2b41cfaeacf488c7a7a51178d24d24e3b575,428,True,sf_f35e7c0d2382,sf_f35e7c0d2382
assay108,assay108,1.0,118,1.0,1.0,1.051e-79,250,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,f32baf609eab4f10975523f58475bcbaaee7ec4f879c86a855ca2f41e6f1b3e7,118,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,f32baf609eab4f10975523f58475bcbaaee7ec4f879c86a855ca2f41e6f1b3e7,118,True,sf_3193156583c0,sf_3193156583c0
assay140,assay140,1.0,757,1.0,1.0,0.0,1531,RDRP_I33A0_Li_2023,RDRP_I33A0,2fe9f77e6349d3fe15e9e58baa3c45f3521f004eee905e1da1312eddf60aed81,757,RDRP_I33A0_Li_2023,RDRP_I33A0,2fe9f77e6349d3fe15e9e58baa3c45f3521f004eee905e1da1312eddf60aed81,757,True,sf_bcc2d8a187a4,sf_bcc2d8a187a4
assay105,assay105,1.0,577,1.0,1.0,0.0,1124,PABP_YEAST_Melamed_2013,PABP_YEAST,2a5b4c57f9bda382849bd13eb1b7bcd4431d5c6c112150ca982df5735975fbc6,577,PABP_YEAST_Melamed_2013,PABP_YEAST,2a5b4c57f9bda382849bd13eb1b7bcd4431d5c6c112150ca982df5735975fbc6,577,True,sf_a34f78cda012,sf_a34f78cda012
assay137,assay137,1.0,57,1.0,1.0,1.102e-33,114,RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,1940ae5884d2fb3502042b31e05528006d3b0764f9b01b374902d6668e21bb41,57,RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,1940ae5884d2fb3502042b31e05528006d3b0764f9b01b374902d6668e21bb41,57,True,sf_329d15de34fe,sf_329d15de34fe
assay169,assay169,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay169,assay170,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay169,assay171,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Nguyen_2022,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay169,assay014,0.31,460,0.696,0.734,4.778e-60,212,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,False,sf_c38d9b4005f8,sf_88339869d8cb
assay010,assay010,1.0,805,1.0,1.0,0.0,1673,ACE2_HUMAN_Chan_2020,ACE2_HUMAN,87630d0ccd9e8de7f77cb47c03fd56d745d66fbdceb8a2149b3518b04d71e1ea,805,ACE2_HUMAN_Chan_2020,ACE2_HUMAN,87630d0ccd9e8de7f77cb47c03fd56d745d66fbdceb8a2149b3518b04d71e1ea,805,True,sf_67d793b1df10,sf_67d793b1df10
assay042,assay042,1.0,235,1.0,1.0,4.548e-164,500,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,4d9e0f52986dfa520a66afcf32d1d335eaac5009dd8fe6bcf3d2579a218e47d9,235,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,4d9e0f52986dfa520a66afcf32d1d335eaac5009dd8fe6bcf3d2579a218e47d9,235,True,sf_d5ee7a876864,sf_d5ee7a876864
assay042,assay130,0.449,226,0.957,0.95,1.082e-67,222,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,4d9e0f52986dfa520a66afcf32d1d335eaac5009dd8fe6bcf3d2579a218e47d9,235,Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,207f45450004d2fdfc4505ce92027881936b4019df85320b9816a3ba46cc49c8,238,True,sf_d5ee7a876864,sf_d5ee7a876864
assay042,assay058,0.43,229,0.97,0.962,1.403e-64,213,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,4d9e0f52986dfa520a66afcf32d1d335eaac5009dd8fe6bcf3d2579a218e47d9,235,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,9be57dbaa8e6d8b324cd1a84684901808c38b3b84f940c08e00a0323f4215e9f,238,True,sf_d5ee7a876864,sf_d5ee7a876864
assay074,assay073,1.0,129,1.0,1.0,2.443e-84,264,KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,True,sf_8626537a0620,sf_8626537a0620
assay074,assay074,1.0,129,1.0,1.0,2.443e-84,264,KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,True,sf_8626537a0620,sf_8626537a0620
assay106,assay106,1.0,402,1.0,1.0,5.638e-272,821,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,85dcfe09ecc84ccb794ab1798f9ec2cc76cf5baf8cd55ead4a44e26bb3cebc08,402,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,85dcfe09ecc84ccb794ab1798f9ec2cc76cf5baf8cd55ead4a44e26bb3cebc08,402,True,sf_51cbf66f0934,sf_51cbf66f0934
assay138,assay138,1.0,63,1.0,1.0,1.766e-39,131,RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,24b2e5875f4a52e610ee511050f4c345d6feceaeb3666c4199049d2ef846db62,63,RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,24b2e5875f4a52e610ee511050f4c345d6feceaeb3666c4199049d2ef846db62,63,True,sf_c6c5a726cc75,sf_c6c5a726cc75
assay170,assay169,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay170,assay170,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay170,assay171,1.0,536,1.0,1.0,0.0,1109,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,SRC_HUMAN_Nguyen_2022,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,True,sf_c38d9b4005f8,sf_c38d9b4005f8
assay170,assay014,0.31,460,0.696,0.734,4.778e-60,212,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,ANCSZ_Hobbs_2022,ANCSZ,f5f3ced5cb23db1b5a2e54d7ee2bc87cb6e092f4df3472b987697b0c8fffdc3e,627,False,sf_c38d9b4005f8,sf_88339869d8cb
assay011,assay011,1.0,413,1.0,1.0,4.514000000000001e-280,845,ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,9abd88979dbbdef02b63e021dea98ae14cb976caa27c39878da46f99f3182fe5,413,ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,9abd88979dbbdef02b63e021dea98ae14cb976caa27c39878da46f99f3182fe5,413,True,sf_e2a3e4f1f860,sf_e2a3e4f1f860
assay011,assay036,0.227,286,0.692,0.739,1.692e-09,53,ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,9abd88979dbbdef02b63e021dea98ae14cb976caa27c39878da46f99f3182fe5,413,CCR5_HUMAN_Gill_2023,CCR5_HUMAN,7474668859b42bd1928b660b8e0f3588621456c10ad704453a6877db09d44e85,352,False,sf_e2a3e4f1f860,sf_2fd7d813c6f4
assay110,assay110,1.0,52,1.0,1.0,9.472999999999999e-33,111,PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,f33cf1a6bd36d6f6b6c6dcb7476a95f16918e17b3eaff633f4bd6c8a2d0e7ee6,52,PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,f33cf1a6bd36d6f6b6c6dcb7476a95f16918e17b3eaff633f4bd6c8a2d0e7ee6,52,True,sf_3de478b56341,sf_3de478b56341
assay110,assay089,0.38,50,0.962,0.82,1.817e-06,36,PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,f33cf1a6bd36d6f6b6c6dcb7476a95f16918e17b3eaff633f4bd6c8a2d0e7ee6,52,NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,c9f6965638d2fd03c56238100627b8434704ee694d5fad714adb2ac8ca2d450a,61,True,sf_3de478b56341,sf_3de478b56341
assay142,assay142,1.0,55,1.0,1.0,4.4500000000000005e-34,115,RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,74b06461a9d1b2d2026bcbc9f3d4238585f14ef6bd4cd9f4ffbd418363d7d5ff,55,RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,74b06461a9d1b2d2026bcbc9f3d4238585f14ef6bd4cd9f4ffbd418363d7d5ff,55,True,sf_cc6a74504a45,sf_cc6a74504a45
assay174,assay174,1.0,414,1.0,1.0,1.3e-268,812,TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,414,TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,414,True,sf_b0af6d5185b3,sf_b0af6d5185b3
assay015,assay015,1.0,69,1.0,1.0,2.155e-40,134,ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,66e4a5113d2b1fd7f4787a993a0d585f8168b60eb03b8cc6adfb96c3246268ef,69,ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,66e4a5113d2b1fd7f4787a993a0d585f8168b60eb03b8cc6adfb96c3246268ef,69,True,sf_8af86fe1b209,sf_8af86fe1b209
assay047,assay047,1.0,66,1.0,1.0,1.098e-45,149,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,46962bab94c5ab950729fe64da9d7ad0d86cae4ee4ee4b45bd4fb86caa1433ce,66,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,46962bab94c5ab950729fe64da9d7ad0d86cae4ee4ee4b45bd4fb86caa1433ce,66,True,sf_b63fd9507fc4,sf_b63fd9507fc4
assay047,assay168,0.307,51,0.773,0.761,3.512e-06,36,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,46962bab94c5ab950729fe64da9d7ad0d86cae4ee4ee4b45bd4fb86caa1433ce,66,SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,False,sf_b63fd9507fc4,sf_fd69b9c71495
assay079,assay079,1.0,41,1.0,1.0,8.004e-22,79,MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,da41ceaba9f1c4fd6d9da3e8e6f439c9c2eabbd1b6a5fd2d6e847863419cc28c,41,MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,da41ceaba9f1c4fd6d9da3e8e6f439c9c2eabbd1b6a5fd2d6e847863419cc28c,41,True,sf_a1eda43852c5,sf_a1eda43852c5
assay111,assay111,1.0,71,1.0,1.0,5.316e-40,133,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,eacd7c467afd89358065c703999ebbab7b199fb8563b438bc1b3b39e6ec315c1,71,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,eacd7c467afd89358065c703999ebbab7b199fb8563b438bc1b3b39e6ec315c1,71,True,sf_32b373a919b9,sf_32b373a919b9
assay143,assay143,1.0,59,1.0,1.0,9.856000000000001e-36,120,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,d99d3bf28cca30b8ca67b8688484028256d8811c51988482526eff8c5f09d0ab,59,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,d99d3bf28cca30b8ca67b8688484028256d8811c51988482526eff8c5f09d0ab,59,True,sf_310c599ef29a,sf_310c599ef29a
assay175,assay175,1.0,86,1.0,1.0,1.954e-57,184,TAT_HV1BR_Fernandes_2016,TAT_HV1BR,ca28e9ad15eb17c0ba23b08a2ced50e2a8d5226ea97dae1b510352e319627873,86,TAT_HV1BR_Fernandes_2016,TAT_HV1BR,ca28e9ad15eb17c0ba23b08a2ced50e2a8d5226ea97dae1b510352e319627873,86,True,sf_0d06a357cd85,sf_0d06a357cd85
assay016,assay016,1.0,64,1.0,1.0,1.506e-41,137,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,2525c4c880a947f46b4d75c90e17d85e653fcf632fc7dc9d0c64a75625d36e61,64,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,2525c4c880a947f46b4d75c90e17d85e653fcf632fc7dc9d0c64a75625d36e61,64,True,sf_c5f7073ffbdb,sf_c5f7073ffbdb
assay115,assay115,1.0,53,1.0,1.0,8.96e-34,114,POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,08130dfce6b16caeb85ec346bf9065574fd416c0080bb6a8e9e82d915f601545,53,POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,08130dfce6b16caeb85ec346bf9065574fd416c0080bb6a8e9e82d915f601545,53,True,sf_dc63c2b3ba7c,sf_dc63c2b3ba7c
assay147,assay147,1.0,226,1.0,1.0,1.473e-146,449,RNC_ECOLI_Weeks_2023,RNC_ECOLI,55249da877dc897d5de314c2b4a023ec52b5a5d892054bb094a2fc13aeede3a5,226,RNC_ECOLI_Weeks_2023,RNC_ECOLI,55249da877dc897d5de314c2b4a023ec52b5a5d892054bb094a2fc13aeede3a5,226,True,sf_692c79c706c4,sf_692c79c706c4
assay179,assay179,1.0,243,1.0,1.0,4.563e-168,512,TPK1_HUMAN_Weile_2017,TPK1_HUMAN,f0559a57916fe3476edde5fcf068226659ef805c10686332ab7582655fa2ffc7,243,TPK1_HUMAN_Weile_2017,TPK1_HUMAN,f0559a57916fe3476edde5fcf068226659ef805c10686332ab7582655fa2ffc7,243,True,sf_3c2e5ceba3be,sf_3c2e5ceba3be
assay020,assay018,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Deng_2012,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay020,assay019,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay020,assay020,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay020,assay021,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay052,assay052,1.0,66,1.0,1.0,3.72e-41,136,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,27e98b8983705757c0c60405efdb8f475cdf4c799d33c4f7345c6e64118e3318,66,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,27e98b8983705757c0c60405efdb8f475cdf4c799d33c4f7345c6e64118e3318,66,True,sf_77c475a042b9,sf_77c475a042b9
assay084,assay084,1.0,934,1.0,1.0,0.0,1837,MSH2_HUMAN_Jia_2020,MSH2_HUMAN,e27b898beec9c370e421fdcb5b7e37dd8801c81224cd397a021ec76dbe4096ea,934,MSH2_HUMAN_Jia_2020,MSH2_HUMAN,e27b898beec9c370e421fdcb5b7e37dd8801c81224cd397a021ec76dbe4096ea,934,True,sf_48cbc265b524,sf_48cbc265b524
assay116,assay116,1.0,505,1.0,1.0,0.0,1022,PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,505,PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,505,True,sf_6d98a5313455,sf_6d98a5313455
assay148,assay148,1.0,61,1.0,1.0,5.441e-35,118,RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,e5ac12deb24d9b937b86b44db8d6c64a47c5107772b1762d648501d25147ce06,61,RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,e5ac12deb24d9b937b86b44db8d6c64a47c5107772b1762d648501d25147ce06,61,True,sf_ffbe89385f32,sf_ffbe89385f32
assay180,assay180,1.0,245,1.0,1.0,3.4450000000000003e-172,524,TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,059d7c2c8feb87a96ccef6fc7f4866895687212f5bb9393c910970133e134081,245,TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,059d7c2c8feb87a96ccef6fc7f4866895687212f5bb9393c910970133e134081,245,True,sf_b5a772423035,sf_b5a772423035
assay021,assay018,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Deng_2012,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay021,assay019,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay021,assay020,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay021,assay021,1.0,286,1.0,1.0,4.4329999999999995e-190,578,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,c9c4ef97b0e66cb20b51ba90e5889a0467f8155ef356c7a5a74914f06b91d468,286,True,sf_1ca89f8f1279,sf_1ca89f8f1279
assay182,assay182,1.0,248,1.0,1.0,6.645e-158,483,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,True,sf_415fc4c4433b,sf_415fc4c4433b
assay182,assay183,0.38,217,0.855,0.861,3.518e-38,137,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,True,sf_415fc4c4433b,sf_415fc4c4433b
assay182,assay104,0.4,222,0.895,0.827,8.755000000000001e-36,130,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,True,sf_415fc4c4433b,sf_415fc4c4433b
assay023,assay023,1.0,566,1.0,1.0,0.0,1181,C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,3b98d980444bef3941477dad6f361a3b513d7ba1f3e882d09ed58ae03e1a7289,566,C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,3b98d980444bef3941477dad6f361a3b513d7ba1f3e882d09ed58ae03e1a7289,566,True,sf_97ae43962602,sf_97ae43962602
assay023,assay004,0.424,547,0.952,0.968,1.959e-144,461,C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,3b98d980444bef3941477dad6f361a3b513d7ba1f3e882d09ed58ae03e1a7289,566,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,dd59e044f454224e885ae3cc5402958f0aa4956a721eb7cbf25a916b83bf2c7e,565,True,sf_97ae43962602,sf_97ae43962602
assay023,assay005,0.424,547,0.952,0.968,1.959e-144,461,C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,3b98d980444bef3941477dad6f361a3b513d7ba1f3e882d09ed58ae03e1a7289,566,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,dd59e044f454224e885ae3cc5402958f0aa4956a721eb7cbf25a916b83bf2c7e,565,True,sf_97ae43962602,sf_97ae43962602
assay055,assay055,1.0,69,1.0,1.0,1.575e-43,143,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,22de585899af7e94250a30dd5566bc1d6e23307ea5a4131ea4d3746b07510a5f,69,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,22de585899af7e94250a30dd5566bc1d6e23307ea5a4131ea4d3746b07510a5f,69,True,sf_178ecc1910b6,sf_178ecc1910b6
assay087,assay087,1.0,61,1.0,1.0,2.8829999999999996e-41,136,MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,e4a68c4b8acb4d369e571d9d37d3e3f2c5675c6881b011349ca8110b10daf0cc,61,MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,e4a68c4b8acb4d369e571d9d37d3e3f2c5675c6881b011349ca8110b10daf0cc,61,True,sf_ce83c8e2ec6e,sf_ce83c8e2ec6e
assay119,assay119,1.0,465,1.0,1.0,0.0,1014,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,f1c95f90cb66ef3fe563de977581980576e42b59b10fe827126dfc9ead1003d3,465,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,f1c95f90cb66ef3fe563de977581980576e42b59b10fe827126dfc9ead1003d3,465,True,sf_044a6e3db01c,sf_044a6e3db01c
assay151,assay150,1.0,553,1.0,1.0,0.0,1129,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,True,sf_dedbcf3c34ac,sf_dedbcf3c34ac
assay151,assay151,1.0,553,1.0,1.0,0.0,1129,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,True,sf_dedbcf3c34ac,sf_dedbcf3c34ac
assay183,assay183,1.0,252,1.0,1.0,2.9910000000000005e-160,490,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,True,sf_415fc4c4433b,sf_415fc4c4433b
assay183,assay182,0.38,217,0.861,0.855,7.794e-40,142,TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,True,sf_415fc4c4433b,sf_415fc4c4433b
